stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,alias,stop_area,stop_desc,lest_x,lest_y,zone_name,authority
834,01103-1,Rukkilille,59.41339165,24.64027595,834,,Haabersti,,6586339.50,536358.06,Harju1,Tallinna TA
136175,6500957-1,Laeva,58.02068426,26.91039916,136175,,Kanepi vald,"Maanteemuuseumi suunas",6434769.50,671946.31,,Põlva MV
836,01302-1,Nurmenuku,59.41401943,24.65406892,836,,Haabersti,,6586416.99,537140.59,Harju1,Tallinna TA
837,01401-1,Kullerkupu,59.41125207,24.64768053,837,,Haabersti,,6586105.19,536780.82,Harju1,Tallinna TA
840,01602-1,Järvekalda,59.40760397,24.62296364,840,,Haabersti,,6585685.50,535381.00,Harju1,Tallinna TA
93449,11312-1,Kitseküla,59.42038978,24.73866103,93449,Kitseküla,Kesklinn,,6587176.50,541936.06,Harju1,Tallinna TA
126805,03605-1,Mäepealse,59.3946193,24.64593887,126805,,Mustamäe,,6584251.36,536699.76,Harju1,Tallinna TA
153793,8600951-1,Jõesilla,57.77285,26.61457,153793,,Antsla vald,"Rimmi suunas",6406467.27,655553.75,,Võru MV
154411,5701107-1,Paju,59.07884255,23.99266837,154411,,Lääne-Nigula vald,,6548898.00,499579.59,Laane3,Lääne MV
845,01607-1,Järveotsa kool,59.40715344,24.63950251,845,,Haabersti,,6585644.15,536320.77,Harju1,Tallinna TA
846,01608-1,Järveotsa kool,59.40696131,24.64035693,846,,Haabersti,,6585623.21,536369.50,Harju1,Tallinna TA
848,01701-1,Kullerkupu,59.41102131,24.64774835,848,,Haabersti,,6586079.52,536784.92,Harju1,Tallinna TA
851,01903-1,Harku-Kadaka,59.40492852,24.63887989,851,,Haabersti,,6585395.96,536287.77,Harju1,Tallinna TA
853,02101-1,Kadaka Selver,59.41117644,24.66613972,853,,Mustamäe,,6586107.03,537829.14,Harju1,Tallinna TA
854,02102-1,Autobussikoondis,59.41167613,24.66344702,854,,Mustamäe,,6586161.18,537675.68,Harju1,Tallinna TA
856,02104-1,Kadaka Selver,59.4126024,24.66861642,856,,Mustamäe,,6586267.28,537968.20,Harju1,Tallinna TA
857,02105-1,Laki,59.41649659,24.67840728,857,,Mustamäe,,6586706.67,538519.78,Harju1,Tallinna TA
858,02106-1,Aiandi,59.41381682,24.68992799,858,,Mustamäe,,6586414.82,539176.97,Harju1,Tallinna TA
859,02107-1,Sääse,59.41066344,24.68699752,859,,Mustamäe,,6586061.83,539014.17,Harju1,Tallinna TA
860,02108-1,Lakiotsa,59.40992621,24.67363956,860,,Mustamäe,,6585972.01,538256.43,Harju1,Tallinna TA
1099,07706-1,Nõmme tee,59.41141029,24.71460928,1099,,Kristiine,,6586161.41,540581.28,Harju1,Tallinna TA
864,02201-1,Sääse,59.41132075,24.6882119,864,,Mustamäe,,6586135.76,539082.38,Harju1,Tallinna TA
865,02301-1,Siili,59.4083616,24.70411381,865,,Mustamäe,,6585815.49,539988.85,Harju1,Tallinna TA
867,02402-1,Lehola,59.40307938,24.68742581,867,,Mustamäe,,6585217.23,539047.15,Harju1,Tallinna TA
868,02403-1,Vambola,59.39980357,24.68884663,868,,Mustamäe,,6584853.14,539131.60,Harju1,Tallinna TA
871,02502-1,Lehola,59.40323916,24.68759963,871,,Mustamäe,,6585235.13,539056.84,Harju1,Tallinna TA
872,02503-1,A. H. Tammsaare tee,59.40706966,24.68365523,872,,Mustamäe,,6585659.55,538828.45,Harju1,Tallinna TA
873,02601-1,Lepistiku,59.40311841,24.69886148,873,,Mustamäe,,6585228.29,539696.65,Harju1,Tallinna TA
874,02602-1,Retke tee,59.40243015,24.70655926,874,,Mustamäe,,6585156.20,540134.69,Harju1,Tallinna TA
